,,1 = public,1 = yes,1 = yes,1 = yes,"If tution varies for out of state students 1 yes 0 = no,",Offer room,Offer board,,,,,,,,,,,1 = Secondary GPA required to be reported,1 = requiredCompletion of college-preparatory program when apply,Num_applicants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UNITID,TYPE,religious_affiliation,for_profit,StudyAbroad,TUITVARY,ROOM,BOARD,TUITION1,FEE1,TUITION2,FEE2,TUITION3,FEE3,CHG2AY3,CHG3AY3,CHG8AY3,CHG9AY3 ,ADMCON1,ADMCON4,APPLCN,GRCOHRT,UGENTERN,RRFTCT,RET_PCF,STUFACR ,SCUGFFN,SCUGFFP,UAGRNTP,UAGRNTT,UPGRNTP,UPGRNTT,UFLOANP,UFLOANT,STABBR,HLOFFER,SA09MOT,CREDITS1,CREDITS3,SLO8,STUSRV2,STUSRV3,LIBRES1,TUITPL1,TUITPL3,ATHASSOC, F1A06 ,F1A13,F1C051,F1C061,F1E01,F1E03,F1E04,F1E08,F1N07   
88,110574,1,0,0,1,1,1,2,5742,1148,5742,1148,17622,1148,6890,18770,5134,4138,1,1,13858,1066,3584,1424,78,26,1424,11,68,75094526,48,29595171,32,29754740,CA,9,34202976,1,1,1,1,1,1,0,1,1,"364,840,171.00",934313731,54293110,32869025,31602017,23566214,0,51420986,281553381
89,110583,1,0,0,1,1,1,1,5742,1104,5742,1104,17622,1104,6834,18714,3798,3300,1,1,67426,4761,10071,5066,89,24,5066,15,72,206988657,51,81106447,28,57921442,CA,9,93745116,1,1,1,1,1,1,0,1,1,"801,907,888.00",1864027354,61293379,62878474,85749921,72061707,0,140003171,695618928
90,110592,1,0,0,1,1,1,1,5742,1043,5742,1043,17622,1043,6781,18661,5269,3582,1,1,31442,3832,7512,3229,83,25,3229,14,86,198144868,68,78536912,22,32246676,CA,9,59018508,1,1,1,1,1,1,0,1,1,"850,346,349.00",1479227359,49167091,30365144,79806722,62794533,0,124280011,466134669
91,110608,1,0,0,1,1,1,2,5742,1275,5742,1275,17622,1275,7017,18897,4338,4022,1,1,27765,3967,10810,4757,83,28,4757,14,75,246926951,58,99218485,27,60783080,CA,9,76563360,1,1,1,1,1,1,0,1,1,"844,801,118.00",1787411468,65163120,96560776,101348740,81934925,0,159663549,681125082
92,110617,1,0,0,1,1,1,2,5742,1676,5742,1676,17622,1676,7418,19298,3944,4174,1,1,25734,3694,8217,4100,84,26,4100,14,72,182840320,52,70843503,31,58535093,CA,9,67982496,1,1,1,1,1,1,0,1,1,"809,322,077.00",1730155067,48420437,59433247,74480648,64996249,0,111854719,673110308
93,110918,0,1,0,0,0,1,3,9360,690,9360,690,9360,690,10050,10050,5723,7515,1,0,1,1,7,1,0,2,1,9,100,83990,82,47863,36,31295,CA,5,0,0,0,0,1,0,1,0,1,2,"669,814.00",12302,87330,104610,46314,14501,502902,18189,0
94,111081,0,0,0,1,0,1,1,52850,616,52850,616,52850,616,53466,53466,7656,7656,0,0,2254,142,234,215,60,5,198,19,94,16385521,24,1202616,45,3254350,CA,9,12540606,1,1,0,1,1,1,0,1,2,"270,761,544.00",17151118,8301679,5906248,1204991,22639267,71916390,945354,0
95,111188,1,0,0,1,1,1,2,5742,1374,5742,1374,17622,1374,7160,19040,8597,8643,1,1,988,186,262,190,77,13,190,21,56,4493940,27,1225548,48,2931839,CA,7,5856636,1,1,0,1,1,1,0,1,1,"138,667,492.00",203245273,4408710,10849481,1241149,1217317,0,2471397,77044627
96,111948,0,1,0,1,0,1,1,56830,384,56830,384,56830,384,57214,57214,4570,4570,1,1,14252,1572,2105,1726,85,12,1760,23,82,161422262,19,6600888,48,23989966,CA,9,22459722,1,1,1,1,1,1,0,1,1,"1,605,493,045.00",429956320,52105763,32436346,6673594,163922827,374358935,8271629,0
97,111966,0,0,0,1,0,2,3,13050,130,13050,130,13050,130,14002,14002,4642,4642,1,0,364,29,106,11,73,9,11,6,70,1347352,50,549633,61,1177746,CA,8,0,1,1,0,1,1,1,0,1,2,"213,011,500.00",87954000,6998900,1966800,597312,0,61283700,413061,0
98,112075,0,1,0,1,0,1,1,37250,750,37250,750,37250,750,38000,38000,4750,4300,1,0,3327,311,435,342,68,20,342,20,84,30505371,27,2114036,60,7451978,CA,9,90000,1,1,1,1,1,1,1,1,1,"175,634,097.00",55651390,4552165,15461152,2315692,26311274,72194206,2933062,0
99,112084,0,1,0,1,0,1,1,23022,1188,23022,1188,23022,1188,33312,33312,4642,4162,1,0,614,80,177,61,59,9,61,13,93,6507741,46,968575,61,2244571,CA,7,0,1,1,1,1,1,1,0,1,1,"4,522,812.00",6172618,996936,4150203,971175,4995937,14209553,444492,0
100,112260,0,0,0,1,0,1,1,56190,285,56190,285,56190,285,56475,56475,2130,6130,0,1,5306,312,336,328,87,8,328,24,47,30918164,18,1162337,21,1303877,CA,7,22672835,0,1,0,1,1,1,0,1,1,"2,127,714,000.00",794755000,8303000,22249000,1169000,27531000,130522000,972000,0
101,112394,0,0,1,0,0,1,3,20784,1000,20784,1000,20784,1000,21784,21784,4120,3696,0,0,155,19,56,19,63,14,19,4,70,2909595,47,1388731,68,3100605,CA,7,0,1,1,0,1,1,1,0,1,2,"6,708,055.00",7567519,1172458,2975741,1479930,854686,14170782,875417,0
102,113582,0,0,1,0,0,2,3,25500,10,25500,10,25500,10,25649,25649,4642,4163,0,0,3,2,29,7,71,9,7,6,79,507766,45,292477,68,865682,CA,7,0,0,1,0,1,1,1,0,1,2,"1,629,873.00",854788,646081,518785,292477,51492,3045096,4223,0
103,113698,0,0,0,1,0,1,1,47190,720,47190,720,47190,720,47910,47910,4714,4235,1,0,1971,267,357,325,87,10,325,22,83,31826219,26,1591496,53,5325728,CA,7,6286992,1,1,1,1,1,1,0,1,1,"120,936,382.00",33873061,4195307,9744288,1616642,27488640,61990754,2801734,0
104,114354,0,0,1,1,0,2,3,31275,1370,31275,1370,31275,1370,32645,32645,4642,4163,1,0,1615,339,591,93,82,21,416,19,53,12098957,27,2966457,44,7473395,CA,7,0,1,1,0,1,1,1,0,1,2,"92,355,828.00",60314911,3052227,24293829,3519790,0,77813751,1928175,0
105,114813,0,1,0,1,0,1,1,32954,498,32954,498,32954,498,33452,33452,3784,3225,1,0,959,190,694,174,71,13,175,6,84,30946098,65,8245526,70,18386943,CA,7,3119772,0,1,1,1,1,1,0,1,1,"81,825,283.00",17145187,10950010,10149316,9702522,15998677,65573886,9491142,0
106,115409,0,0,0,1,0,1,1,58359,301,58359,301,58359,301,58660,58660,.,.,0,1,3397,207,235,224,92,8,224,25,67,23210641,13,585767,37,2058907,CA,5,13081865,0,0,0,1,1,1,0,1,1,"530,392,219.00",79952350,6546072,8366092,585767,20743376,71750376,703286,0
107,115728,0,1,0,0,0,1,1,40368,536,40368,536,40368,536,40904,40904,4642,4163,1,0,1884,132,221,161,66,7,161,24,93,19958782,47,1549324,65,4603543,CA,8,2400610,1,1,1,1,1,1,0,1,1,"89,669,403.00",51727656,3811629,7958494,1544292,16742573,36422090,2478991,0
108,115755,1,0,0,1,1,1,1,5742,2122,5742,2122,17622,2122,7858,19738,3300,3300,1,1,10198,532,1536,815,73,17,815,12,72,43535228,53,16922430,48,20346996,CA,7,24645564,1,1,1,1,1,1,0,1,1,"294,451,611.00",681138511,20330139,25710818,17877829,13674408,0,29012749,218990125
109,117104,0,1,0,1,0,1,1,16584,850,16584,850,16584,850,17434,17434,4742,4263,1,0,116,76,151,67,66,12,75,16,90,3839349,54,1176304,66,2219400,CA,7,0,1,1,0,1,1,1,0,1,1,"29,969,229.00",1071349,1073857,3338999,1237604,1468402,11758443,906580,0
110,117140,0,0,0,1,0,1,1,44700,1150,44700,1150,44700,1150,45850,45850,4712,4232,1,1,8212,651,1053,490,78,15,490,11,86,73139423,47,9313491,63,21900187,CA,9,0,1,1,1,1,1,1,0,1,1,"435,518,689.00",157944761,18493785,19889988,10097495,55922700,152853312,12001471,150583
111,117168,0,0,0,1,0,1,3,32600,0,32600,0,32600,0,32600,32600,5274,4701,1,0,439,111,183,134,77,12,134,17,98,8854844,37,1286774,54,2830394,CA,7,1871013,1,1,0,1,1,1,0,1,2,"37,258,304.00",16814532,4018692,2074948,1286774,6539855,18096498,1038430,0
112,117627,0,1,0,1,0,1,1,33228,990,33228,990,33228,990,35208,35208,5524,6705,1,1,5113,270,483,315,79,16,315,18,91,26626392,47,4095308,65,7850026,CA,9,6885809,1,1,1,1,1,1,0,1,1,"192,974,775.00",27810056,8258579,7905506,3938213,2135935,74985961,5268724,0
113,117751,0,1,0,1,0,1,1,27950,790,27950,790,27950,790,28740,28740,3784,3226,1,1,1924,399,900,199,82,11,199,15,87,11760841,32,1675792,50,4061200,CA,9,102159,1,1,1,1,1,1,0,1,1,"103,536,998.00",37600480,2845305,8646095,1675792,8695232,41056805,1423937,0
114,117946,0,1,0,1,0,1,2,51820,757,51820,757,51820,757,52977,52977,4642,4163,1,1,18576,1432,1971,1466,83,10,1466,22,84,125265763,15,4904018,34,14851927,CA,9,57312895,1,1,1,1,1,1,0,1,1,"1,440,708,000.00",395157000,59331000,67355000,4827000,133682000,404979000,6774000,0
115,118693,0,0,0,1,0,1,2,45050,810,45050,810,45050,810,45860,45860,5220,5220,1,1,2471,127,227,239,71,17,239,27,99,28323328,34,1443612,45,2609785,CA,5,0,1,1,0,1,1,1,0,1,1,"36,820,361.00",7336687,2474806,7542179,1463264,21986849,27867009,1666819,0
116,118888,0,0,0,1,0,1,1,29340,1430,29340,1430,29340,1430,30770,30770,4178,4178,1,0,824,129,191,122,62,8,134,19,92,13912393,49,1757544,58,3007227,CA,9,7278866,1,1,1,1,1,1,0,1,1,"315,223,538.00",42756349,6956277,9581902,1721509,11889307,60424616,0,0
117,119173,0,1,0,1,0,1,2,43224,1250,43224,1250,43224,1250,44474,44474,6164,6164,1,0,1986,364,630,372,75,10,401,18,56,45140775,36,5849867,76,13376595,CA,9,7395314,0,1,1,1,1,1,0,1,2,"325,045,397.00",66485397,8852246,16973252,5920211,31811898,86898628,7933707,0
118,119270,0,0,1,0,0,1,3,24525,800,24525,800,24525,800,24795,24795,4647,4266,0,0,301,65,155,20,50,4,113,11,38,1833810,22,1005880,31,1853811,CA,5,0,1,1,0,1,1,1,0,1,2,"26,918,482.00",14421069,2438258,2105524,782615,1537419,22800429,61977,0
119,119605,0,0,0,1,0,2,3,13320,0,13320,0,13320,0,13320,13320,4642,4176,1,0,47,,,11,45,16,11,0,41,17575831,29,10169173,29,24580258,CA,9,0,1,1,1,1,1,1,0,0,2,"1,273,278,667.00",133721377,29317149,33575310,13441018,17015422,228069448,1688668,0
120,119775,0,0,1,1,0,2,3,28827,600,28827,600,28827,600,29427,29427,10602,9540,1,0,80,30,94,16,81,8,16,4,71,3753519,48,896978,52,1807411,CA,7,0,0,1,0,1,1,1,0,1,2,"8,704,000.00",3901000,3128100,311818,954550,1992639,13631000,2929966,0
121,120166,0,0,0,0,0,1,3,7920,800,7920,800,7920,800,8720,8720,3000,3100,1,0,13,1,1,0,,2,0,0,0,0,0,0,0,0,CA,7,0,0,1,0,1,1,1,0,1,2,"240,259,996.00",798781,825214,764013,0,18420,9566820,0,0
122,120254,0,0,0,1,0,1,2,55980,596,55980,596,55980,596,56576,56576,.,.,0,0,6939,402,433,562,82,8,562,27,72,55122734,19,1813752,43,5343308,CA,7,20211507,1,1,0,1,1,1,0,1,1,"765,509,838.00",139373574,10853860,17731519,1819548,49904690,127171069,1619936,0
123,120403,0,0,0,1,0,1,1,46500,3180,46500,3180,46500,3180,49680,49680,3268,3268,0,0,2342,224,321,274,63,7,274,24,88,24391257,36,2028364,47,4026582,CA,7,3296701,1,1,1,1,1,1,0,1,2,"107,442,066.00",47513205,5528938,6832705,1987216,17687273,49376388,2006548,0
124,120537,0,1,0,1,0,1,1,33250,1200,33250,1200,33250,1200,34450,34450,4642,4163,1,0,794,90,170,109,85,13,109,17,97,11281381,54,1097060,70,3055153,CA,7,0,1,1,1,1,1,0,0,1,1,"35,581,278.00",23912528,1567301,5865751,1635840,341159,21358222,1345775,0
125,120768,0,0,0,1,0,2,3,11482,210,11482,210,11482,210,11692,11692,7504,7504,1,0,15,,,0,,6,0,0,70,1707162,62,1102187,82,4845903,CA,7,0,0,1,1,1,1,1,0,1,2,"43,363,569.00",25262998,3876920,4830293,1389083,545302,20046355,294122,0
126,120865,0,1,0,1,0,1,2,31101,915,31101,915,31101,915,32016,32016,4642,4165,1,0,1543,157,244,111,70,13,169,19,98,17845143,43,1839188,69,4702234,CA,7,0,1,1,1,1,1,1,0,1,1,"89,494,987.00",62329741,3187430,5236562,2065175,12394365,46154233,1487910,0
127,120883,0,0,0,1,0,1,2,50370,724,50370,724,50370,724,51094,51094,4642,4136,1,0,14063,716,950,808,87,14,808,22,91,101558566,37,6695966,47,11490798,CA,9,19550239,1,1,1,1,1,1,0,1,1,"1,134,390,428.00",277485671,29476408,39182776,6772365,98508974,319470703,12066730,0
128,121150,0,1,0,1,0,1,2,57750,252,57750,252,57750,252,58002,58002,2500,2500,1,0,11768,726,870,724,85,13,724,20,92,97327007,18,2961426,40,9551095,CA,9,45128657,1,1,1,1,1,1,0,1,1,"2,088,934,000.00",729494000,91221000,69320000,3420000,130833000,416238000,3535000,0
129,121257,0,0,0,1,0,1,1,55734,144,55734,144,55734,144,55878,55878,1300,3815,1,0,4260,219,241,276,81,9,276,25,42,19100788,14,728178,26,1376072,CA,5,9659875,1,1,0,1,1,1,0,1,1,"315,510,897.00",103196337,4452561,18004238,728178,16823631,62027593,703760,0
130,121309,0,1,0,1,0,1,2,37600,700,37600,700,37600,700,38300,38300,4642,4164,1,1,2949,554,967,611,84,15,611,19,85,48559053,26,3590791,56,13011584,CA,9,13888305,1,1,1,1,1,1,0,1,1,"261,446,610.00",66587192,10900882,29024841,3931336,34260967,110371108,5129498,202014
131,121345,0,0,0,1,0,1,1,54380,394,54380,394,54380,394,54774,54774,1500,1500,0,1,10388,399,426,416,86,6,416,25,69,51605357,21,1739875,12,1031081,CA,5,26535648,0,1,0,1,1,1,0,1,1,"3,154,346,000.00",449528000,19345000,23277000,1860666,49734000,178801000,930000,0
132,121691,0,0,0,1,0,1,1,52150,350,52150,350,52150,350,52500,52500,2934,4164,1,0,4900,521,667,719,75,12,723,23,85,93221611,31,4515696,57,13635070,CA,9,17511771,1,1,1,1,1,1,0,1,1,"465,502,200.00",98807703,13412530,27767746,4732300,79874443,141176774,8089722,0
133,122409,1,0,0,1,1,1,2,5742,1978,5742,1978,17622,1978,7720,19600,3515,3986,1,1,64784,4740,9738,5189,89,27,5189,17,53,154697822,33,53668461,26,50978047,CA,9,85723944,1,1,1,1,1,1,0,1,1,"1,600,312,871.00",2542331152,75172959,102612918,52496360,45186313,0,133970995,921475847
134,122436,0,1,0,1,0,1,2,52120,744,52120,744,52120,744,52864,52864,4642,4163,1,1,13171,993,1398,1141,84,13,1141,19,71,127905645,17,4846778,36,13913499,CA,9,55014725,1,1,1,1,1,1,0,1,1,"1,513,057,000.00",337762000,30499000,42018000,4782000,128231000,346121000,5312000,0
135,122454,0,0,0,1,0,2,3,45664,400,45664,400,45664,400,46064,46064,4160,4160,1,0,169,,,32,0,3,32,15,100,5252038,33,349510,38,648389,CA,7,496669,1,1,0,1,1,1,0,1,2,"58,630,774.00",24153279,352057,1801902,367124,5607285,16912776,142761,0
136,122506,0,0,0,0,0,1,2,47800,1250,47800,1250,47800,1250,49050,49050,2140,2140,1,0,502,57,62,53,79,3,57,24,100,6421348,21,249819,41,681306,CA,8,3743222,0,1,0,1,1,1,0,1,2,"312,979,000.00",96784000,1493000,1835000,250931,12166000,29998000,196547,0
137,122597,1,0,0,1,1,1,1,5742,1264,5742,1264,17622,1264,7006,18886,4250,3853,1,1,31430,2617,6408,3517,82,22,3517,14,61,146135179,43,56180051,29,49568457,CA,9,78401244,1,1,1,1,1,1,0,1,1,"789,840,424.00",1795972366,58100743,49083081,57751587,45663300,0,116537403,565782278
138,122612,0,1,0,1,0,1,2,51930,552,51930,552,51930,552,52482,52482,3800,3300,1,1,21477,1134,1526,1291,76,12,1291,20,82,142570728,28,9296731,47,20961689,CA,9,0,1,1,1,1,1,1,0,1,1,"1,277,161,000.00",430038000,32673000,54814000,9117000,123887000,378569000,0,0
139,122728,0,1,0,1,0,1,1,36000,1000,36000,1000,36000,1000,37000,37000,4642,4163,1,0,710,164,422,190,69,13,190,15,92,22550072,38,2029387,64,5559087,CA,7,0,1,1,1,1,1,1,1,1,1,"119,325,308.00",87339448,7762674,8605773,2192999,16004652,38394459,3105614,0
140,122755,1,0,0,1,1,1,2,5742,2110,5742,2110,17622,2110,7852,19732,3893,3763,1,1,32375,3221,7743,3867,86,25,3867,14,60,146912107,39,51000927,26,44245089,CA,9,77628676,1,1,1,1,1,1,0,1,1,"1,175,566,825.00",2172279433,53368822,79146933,52294044,49397048,0,108926269,681044228
141,122931,0,1,0,1,0,1,2,52998,0,52998,0,52998,0,52998,52998,4641,4164,1,1,16488,1257,1459,1388,93,11,1388,24,72,109556163,11,2868002,26,8909796,CA,9,65450114,0,1,1,1,1,1,0,1,1,"2,393,501,000.00",567398000,56803000,67472000,2877000,114054000,406154000,4530000,0
142,123165,0,0,0,1,0,1,1,56970,218,56970,218,56970,218,57188,57188,.,.,0,0,2938,203,227,283,80,9,283,26,57,25105639,11,599478,25,1275602,CA,6,10528878,1,1,0,1,1,1,0,1,1,"617,457,507.00",101061536,3914876,17432366,602996,19714186,77236494,528544,0
143,123280,0,1,0,0,0,1,3,12000,860,12000,860,12000,860,12860,12860,7900,4200,1,0,4,2,11,1,100,2,1,3,83,181788,48,67682,34,61345,CA,7,0,1,1,1,1,1,1,0,1,2,"1,993,121.00",187124,34412,6248,77111,8092,750700,21275,0
144,123457,0,1,0,1,0,1,2,32700,930,32700,930,32700,930,33630,33630,5000,2000,1,0,1276,99,209,99,72,13,109,15,93,12709990,47,1655657,64,3723477,CA,7,1390003,1,1,1,1,1,1,0,0,1,"37,692,155.00",23997067,1099353,7780811,1882616,9600311,21891224,1511395,0
145,123554,0,1,0,1,0,1,2,50460,200,50460,200,50460,200,50660,50660,4635,4158,1,1,5364,468,649,516,81,9,490,19,97,69207871,25,2948601,53,10564535,CA,9,19857229,1,1,1,1,1,1,0,1,1,"346,418,383.00",100369032,11972797,26986258,2895296,57197594,130612651,4581409,0
146,123572,1,0,0,1,1,1,2,5742,2210,5742,2210,17622,2210,7952,19832,3302,3358,1,1,13353,877,1633,1531,79,21,1531,19,60,38781713,34,12986303,34,16751471,CA,8,24116580,1,1,1,1,1,1,0,1,1,"491,149,430.00",862731366,23235682,27348048,13762565,13733419,0,26207719,235820494
147,123651,0,1,0,1,0,1,1,35850,700,35850,700,35850,700,36550,36550,4650,4170,1,0,4055,551,687,481,75,16,482,26,96,40435330,46,4273396,88,11676821,CA,8,4575045,1,1,1,1,1,1,0,1,1,"94,480,021.00",53365123,2157748,10038464,4230789,28231495,48939468,6365969,0
148,123952,0,0,0,1,0,2,3,46878,850,46878,850,46878,850,49278,49278,9150,5490,1,0,422,27,64,30,93,15,30,13,30,1452896,25,307895,65,1646073,CA,7,4605401,1,1,0,1,0,1,0,1,2,"83,979,000.00",24720000,4463000,575000,308000,4536300,22772000,191350,0
149,123961,0,0,0,1,0,1,2,59260,1015,59260,1015,59260,1015,60275,60275,2278,3628,1,1,59712,3436,4950,3165,91,9,3167,16,65,524840466,20,19093166,26,33440376,CA,9,267641457,0,1,0,1,1,1,0,1,1,"14,495,427,000.00",5061125000,75196000,232320000,20161753,637975000,5529573000,0,0
150,124292,0,1,0,0,0,1,1,26000,0,26000,0,26000,0,26000,26000,4690,4210,1,1,235,123,138,117,93,11,117,27,79,3937714,24,448692,70,1453742,CA,5,0,0,0,0,1,0,1,0,1,2,"136,623,646.00",17058064,2298881,3082094,437652,2674444,26254821,405528,0
151,125727,0,1,0,1,0,1,1,46980,1200,46980,1200,46980,1200,48180,48180,2300,2800,1,1,2493,307,360,405,75,11,405,31,97,39221952,20,1182116,76,6362331,CA,5,8241000,1,1,1,1,1,1,0,1,1,"309,060,246.00",86722385,4509519,11881402,1181824,32937419,67973722,1992789,0
152,125763,0,0,0,1,0,1,1,48924,390,48924,390,48924,390,49514,49514,1500,1500,1,1,5038,239,299,493,73,11,493,28,95,53954130,36,3128803,68,8033649,CA,7,0,0,1,1,1,1,1,0,1,1,"282,882,820.00",71158278,5081961,14028223,3157593,46168000,66458541,5221901,0
153,125897,0,0,0,1,0,1,1,41102,1494,41102,1494,41102,1494,42596,42596,4642,4163,1,0,1554,138,244,202,72,10,202,18,91,22499005,48,2712107,61,5240347,CA,7,0,1,1,0,1,1,1,0,1,2,"65,624,273.00",42327341,5041523,4232856,2758391,0,37861337,0,0
154,126076,0,0,0,0,0,1,1,15000,700,15000,700,15000,700,15700,15700,3800,3800,0,1,70,51,63,55,87,14,55,40,93,2286922,62,479978,0,0,CA,5,0,0,0,0,1,0,1,0,1,2,"14,939,821.00",3164721,106323,949238,615518,505232,5571321,663132,0
155,126182,1,0,0,0,1,1,1,5856,3704,5856,3704,17592,3704,9560,21296,3105,2952,1,0,1690,321,762,368,59,13,370,19,67,12498225,41,3726086,54,7110814,CO,9,5427851,1,1,1,1,1,1,1,1,1,"151,672,729.00",118944634,3298216,11508007,4000330,2345505,0,11484666,39575016
156,126359,0,0,1,0,0,2,3,12338,0,12338,0,12338,0,12338,12338,6255,6102,1,0,320,79,106,45,78,28,46,15,47,609586,41,570412,70,1200452,CO,3,435868,0,0,0,1,1,1,1,1,2,"1,972,801.00",334949,247790,360880,732912,0,4070900,0,0
157,126562,1,0,0,1,1,1,1,7920,1481,7920,1481,24408,1481,9401,25889,6255,6255,1,0,9458,1251,3122,1448,73,17,1451,9,46,50458164,26,17063372,27,29811247,CO,9,50147522,1,1,1,1,1,1,0,1,2,"3,026,115,603.00",1436403802,94111074,33540191,19319106,18271992,0,69096823,2490912863
158,126580,1,0,0,1,1,1,2,9208,1632,9208,1632,19572,1658,8580,20220,4660,4660,0,0,8944,1229,2939,1705,71,15,1705,16,58,43065336,30,13955844,40,28487173,CO,9,32555817,1,1,1,1,1,1,0,1,1,"671,868,927.00",418567346,26665694,20838764,14735559,9698018,0,41995800,226137788
159,126614,1,0,0,1,1,1,1,10728,1738,10728,1738,34930,1738,12466,38284,2556,4617,1,1,44203,6230,7940,7038,85,18,7038,23,50,169652688,15,22986261,26,51141727,CO,9,173762361,1,1,1,1,1,1,1,1,1,"3,179,343,805.00",1569667928,162318456,79943356,23548721,12300755,1291,143620446,1744786955
160,126678,0,0,0,1,0,1,2,60390,474,60390,474,60390,474,60864,60864,2584,1354,0,0,10257,538,570,535,86,9,535,26,48,42106300,11,1142173,22,2566741,CO,7,21857836,1,1,1,1,0,1,0,1,1,"1,232,545,121.00",218481487,21850566,29454433,1159984,40749836,162651595,167825,0
161,126775,1,0,0,1,1,1,2,16650,2450,16650,2450,37350,2450,19100,39800,3065,2505,1,1,12044,1158,1349,1279,92,17,1279,25,76,45626435,15,3464964,39,12826957,CO,9,34940636,1,1,1,1,1,1,0,1,1,"736,338,669.00",623141982,25294221,15906506,3529780,2153749,0,41850625,334589600
162,126818,1,0,0,1,1,1,1,9426,2388,9426,2388,28147,2388,11814,30535,1665,1665,1,0,28843,4190,6069,5018,85,16,5018,19,60,151359233,23,25844312,38,61996586,CO,9,118214657,1,1,1,1,1,1,0,1,1,"2,615,653,293.00",2011805463,124306846,41812902,25895425,18026169,0,134211089,1372956654
163,127060,0,0,0,1,0,1,2,52596,1179,52596,1179,52596,1179,53775,53775,2976,2823,1,0,22723,1367,1587,1337,84,11,1337,23,86,155551972,16,4822558,35,12481577,CO,9,68209862,1,1,1,1,1,1,0,1,1,"1,851,080,133.00",383859610,96980930,58214211,4452917,195456126,517561837,1846164,0
164,127185,1,0,0,1,1,1,1,7056,1840,7056,1840,17712,1840,8896,19552,3652,2712,1,0,3497,797,1140,746,68,15,746,23,87,42558845,36,5494707,38,7240980,CO,7,12198746,1,1,1,1,1,1,0,1,1,"210,880,478.00",91133925,8688086,10560787,5658599,21272269,0,33923630,83342280
165,127556,1,0,0,1,1,1,1,7787,899,7787,899,21336,899,8686,22235,3110,2958,1,0,8796,1840,2429,1280,75,19,1970,21,69,46658142,32,14421628,44,24364989,CO,9,19369006,1,1,1,1,1,1,0,1,1,"546,834,153.00",313325462,8021498,24492670,13010789,8538659,0,21528923,162939796
166,127565,1,0,0,1,1,2,3,7236,1457,7236,1457,22510,1457,8693,23967,6141,5988,1,0,12045,1675,4349,1970,61,18,1976,10,59,69765976,35,28228932,39,49813322,CO,7,0,1,1,1,1,1,1,0,0,1,"322,643,883.00",362375934,31738936,25727631,30525025,21899811,0,62958020,265105934
167,127653,0,0,0,1,0,1,3,34400,200,34400,200,34400,200,34600,34600,5040,5040,1,0,160,26,94,27,56,7,27,7,83,6438446,49,858399,54,1134639,CO,7,3247575,0,1,1,1,1,1,0,1,2,"28,388,817.00",13961331,6372374,3096514,940551,6858673,25630087,128616,0
168,127741,1,0,0,1,1,1,1,7596,2466,7596,2466,19854,2466,10062,22320,3104,2950,1,0,9149,1338,2111,1799,70,16,1799,18,82,60943933,27,12710900,42,25427069,CO,9,29961458,1,1,1,1,1,1,0,1,1,"380,089,370.00",312780703,22250925,23561878,12402367,7961948,0,31355242,221567440
169,127918,0,1,0,1,0,1,2,38208,350,38208,350,38208,350,38558,38558,4504,2950,1,0,5912,481,739,481,73,11,481,14,63,41313523,23,3348648,42,11030434,CO,9,8877331,1,1,1,1,0,1,0,1,1,"224,068,186.00",91817274,15495253,24840778,3555075,44800639,131652611,5866207,0
170,128106,1,0,0,1,1,1,1,6349,2242,6349,2242,12907,2242,8591,15149,5356,5206,1,0,2181,538,987,609,68,15,609,14,73,24188170,36,7132809,58,16717635,CO,9,11011533,1,1,1,1,1,1,0,1,1,"244,841,877.00",176344166,9515758,7676044,7549828,5818864,377476,15701116,104618244
171,128391,1,0,0,1,1,1,1,6816,3830,6816,3830,18600,3830,10646,22430,3105,3105,1,1,2625,413,1537,450,67,18,450,15,52,13155109,17,2292853,32,7503256,CO,7,8111127,1,1,1,1,1,1,0,1,1,"178,222,860.00",121577686,4422362,7636645,2331696,1406036,0,11746842,57331098
172,128498,0,1,0,1,0,1,1,34410,1000,34410,1000,34410,1000,35410,35410,7438,7438,1,0,1697,177,249,246,72,14,246,22,87,14638595,51,2728330,81,8941403,CT,8,0,1,1,1,1,1,1,0,1,1,"76,254,091.00",31916966,3399233,8299472,3042187,10609568,32016824,464615,0
173,128586,0,0,0,0,0,2,1,9400,250,9400,250,9400,250,9650,9650,3800,5600,0,1,24,22,23,17,53,6,17,45,74,255637,68,136235,0,0,NY,5,0,0,0,0,1,0,1,0,1,2,"6,238,435.00",3329402,37314,322675,136235,411509,2282473,59907,0
174,128744,0,0,0,1,0,1,2,32860,2900,32860,2900,32860,2900,35760,35760,10502,8282,1,0,6020,310,569,368,68,16,368,11,78,59423787,42,6365911,59,19843724,CT,9,8243916,1,1,1,1,1,1,0,1,1,"128,444,000.00",74726000,5365000,15568000,6449445,44131000,87117000,892366,0
175,128771,1,0,0,1,1,1,2,6162,5340,6162,5340,18436,6470,11502,24906,2256,2976,1,1,7724,1175,2119,1359,78,14,1359,15,60,36507692,38,15240085,52,31818977,CT,9,0,1,1,1,1,1,1,0,1,1,"453,755,353.00",67090434,20719922,39899057,14680693,2414281,0,13109254,0
176,128902,0,0,0,1,0,1,1,58660,365,58660,365,58660,365,59025,59025,2000,1000,0,0,6882,432,468,508,87,9,508,27,94,53641502,16,1349183,42,4746312,CT,5,17509616,1,1,0,1,1,1,0,1,1,"516,820,000.00",116239000,13853000,16067000,1357000,43358765,107475000,188358,0
