UNITID,SCUGFFN,SCUGFFP,UAGRNTP,UAGRNTT,UPGRNTP,UPGRNTT,UFLOANP,UFLOANT
178891,567,32,72,7231438,41,2781196,63,6946556
178989,0,0,96,2013249,14,77011,45,480663
179043,394,18,67,43612427,15,1467452,38,5347863
179052,30,22,91,906618,71,581122,58,564954
179159,1897,23,81,196959011,17,6213683,41,22499355
179195,6,13,56,123989,44,102248,0,0
179229,7,17,71,123872,67,118118,33,63275
179256,12,15,91,546982,54,185804,68,331023
179265,90,27,99,5629658,38,600786,73,1591803
179308,1960,11,44,29137548,32,20272073,7,4114164
179326,431,17,74,28733101,38,4172905,52,9817860
179344,293,15,63,5026815,33,2706157,11,1095999
179511,165,52,68,885014,64,709422,64,1149851
179539,843,20,64,12096921,38,6343318,16,3887069
179548,111,23,90,7410210,50,1107681,92,3299372
179557,1441,15,87,51275642,31,13932106,41,24566207
179566,2641,13,60,77909226,25,23296409,41,52324342
179645,530,18,68,13248755,50,8738672,14,2452284
179715,326,19,67,5391418,38,2703663,25,2238767
179867,1730,22,45,159699432,13,4754841,16,7455177
179894,392,14,76,35745592,30,3613893,50,9694994
179946,142,22,98,12801686,35,1034728,87,3845416
179955,168,23,95,18483204,26,922765,84,4269754
179964,155,18,82,11610602,30,1197152,55,3258429
179991,25,56,36,74381,33,72831,53,127847
180054,77,21,79,968585,51,539471,0,0
180063,26,62,62,85616,57,65585,40,84769
180081,129,18,78,1301454,20,623003,27,949254
180090,51,48,50,212381,50,212381,52,261509
180106,311,26,96,29698463,21,1206041,49,3873500
180151,96,21,46,1329129,25,486093,57,941214
180160,21,13,44,542969,40,382661,0,0
180179,510,13,63,11167841,30,5019456,37,9143457
180197,249,10,43,4273389,21,2028083,13,1718810
180203,30,23,90,850533,83,442992,0,0
180212,59,17,96,797663,27,384715,0,0
180249,108,9,71,2880415,38,1759965,37,2564847
180258,100,13,64,7773412,29,1040862,43,2838070
180276,156,12,65,2038511,26,1354564,26,2173439
180328,63,24,43,453395,39,191367,0,0
180373,136,24,57,1844823,38,868463,55,2014691
180416,273,18,73,7302134,29,1940236,42,4083041
180461,2825,19,60,59978336,22,14988838,37,34275273
180489,1319,17,67,31610054,34,12330178,48,27463021
180522,177,17,73,3249102,42,1968390,44,2720059
180595,245,29,99,18011958,35,1370812,66,3460547
180647,105,15,83,4396613,68,2130103,26,849203
180692,257,19,82,4019105,38,2261365,48,4759621
180717,6,8,55,186610,1,2304,0,0
180814,63,1,35,12794040,30,9639455,25,19718807
180832,16,3,61,2431444,32,940613,64,4079182
180878,68,10,49,1935640,30,831850,53,3612378
180902,645,10,35,7953109,24,5664455,13,3790269
180948,390,20,74,9485682,35,2678791,49,5182385
180957,39,32,73,494106,69,428957,61,651845
180984,291,13,54,28941745,14,1455712,37,5433558
181002,1076,24,91,91983167,12,2259216,47,14130218
181020,316,23,85,24546745,29,1742084,76,7109359
181127,316,33,100,22972611,32,1433360,69,4370960
181145,0,0,27,10715,27,10715,40,20734
181190,55,29,69,764390,66,605301,55,903348
181215,844,19,82,32333996,36,6658700,43,11233742
181297,41,5,93,4360531,36,1130175,70,4534913
181303,665,5,36,19009580,26,12950783,11,5116585
181312,331,16,44,4424911,22,1940071,17,1875077
181330,317,19,71,26193067,25,1836741,54,5874535
181394,2023,17,67,79036343,34,19206894,36,26664907
181419,8,4,86,402742,32,151320,0,0
181428,0,0,69,5863604,25,1011903,61,4992877
181446,487,26,94,37087041,32,2527852,66,8051633
181464,4748,23,73,153562734,22,18733704,37,43444118
181491,888,17,65,9701542,20,4510983,19,5326476
181534,276,15,59,8014805,34,2795574,44,5295151
181543,6,25,100,66732,33,36219,0,0
181604,103,14,95,9393144,41,1415144,70,3983601
181640,1155,12,40,16296002,26,9583941,42,8886381
181738,126,19,95,9257206,39,1229785,77,3968869
181765,82,25,60,1098279,29,416967,30,475386
181783,723,23,74,15793696,33,4456786,47,8573520
181817,298,17,80,5703790,28,2629240,13,959999
181853,115,27,94,5298626,41,817024,69,2095907
181880,189,59,53,713351,53,713351,64,1173554
181941,355,59,58,1458602,57,1381970,62,2298261
182005,3221,9,44,65778443,31,38543923,10,14169532
182148,60,35,70,510819,70,510819,73,1225301
182281,4352,17,75,106762396,37,44762410,31,68760090
182290,3488,20,74,87761583,26,20879923,33,35081211
182306,234,6,38,6165528,19,2730498,6,1652977
182458,56,15,82,5429355,32,507139,48,1348178
182500,1054,9,33,14949295,19,7738210,4,2574154
182564,374,10,42,6306937,24,3161101,4,888673
182634,264,31,96,26825760,29,1117500,73,3990670
182652,20,54,46,80415,46,80415,70,159544
182670,1190,27,52,110845903,16,3368359,22,5136677
182704,3,3,49,189452,37,151452,55,387305
182722,36,15,42,443690,31,354623,46,678519
182795,416,26,96,40105192,30,2048727,79,8012607
182892,64,64,36,142418,31,121968,42,244307
182917,31,37,100,1907973,48,196505,63,305312
182953,47,32,74,340980,55,280585,69,513310
182980,466,25,68,27391904,50,4370946,78,10504295
182999,27,96,57,57924,32,43374,71,140363
183026,2907,3,51,184764296,46,125672827,65,440203334
183035,5,19,7,7654,7,7654,7,15664
183044,2730,22,82,115861174,21,11162661,64,51372540
183062,842,25,91,28543036,24,3693170,71,15282476
183071,84,12,83,3674097,38,1164127,55,2652344
183080,1033,27,91,29764495,30,4975854,75,18454228
183099,507,16,57,7055080,30,3773053,45,8653210
183105,129,19,75,2349618,47,1368775,52,2201147
183114,49,6,64,1644702,35,1006063,41,2116290
183123,138,20,67,1761113,33,1022782,45,1918485
183132,293,11,54,4671361,30,3147414,38,6315927
183141,189,12,55,2881493,28,1657080,33,2524635
183150,243,14,57,3476336,29,2229602,36,3526622
183202,21,21,64,176468,29,142468,51,461533
183211,237,16,69,16763154,24,1513187,62,9185594
183239,509,25,98,53773519,12,1114202,67,8871158
183248,0,0,43,157591,31,121110,71,683783
183257,51,3,66,4347887,37,2405339,51,4713998
183275,21,24,99,1485246,43,184610,60,342756
183488,128,29,99,3346000,72,1833000,73,2458000
183600,7,13,0,0,0,0,0,0
183655,838,17,65,17019305,55,10846526,11,3308269
183725,216,28,77,2999531,73,2540621,72,3597114
183743,1963,15,43,28083853,34,18222209,18,13206400
183789,349,13,97,42814537,72,10805855,80,18058113
183804,0,0,100,58326597,70,9658216,0,0
183822,402,25,97,37852462,72,5657137,92,7925740
183859,1729,15,33,18257161,26,11811958,10,6542544
183877,1512,18,38,14207765,31,10145679,12,5464450
183910,445,26,93,43471828,46,3874648,67,7442614
183938,1158,12,46,21432736,40,15454708,11,5754654
183974,200,16,83,24901290,36,2191812,63,5591054
183983,215,100,68,422114,33,288922,27,185938
184056,414,52,89,3039495,68,1917851,83,4101620
184092,356,35,79,2605348,76,2130107,74,5210471
184180,1038,14,31,10740328,23,6545041,15,4828206
184205,564,19,63,8758153,46,5684998,11,1793615
184278,66,100,45,135631,45,135631,73,283431
184348,400,23,88,41252659,29,2443673,53,6022441
184427,231,52,90,1952734,60,1037789,77,2599743
184481,1248,17,69,24257501,53,16613249,0,0
184506,43,26,67,508253,66,405968,60,787520
184603,478,8,36,68242268,22,6729998,27,13251022
184612,381,21,92,42316456,53,4946888,64,8912903
184694,576,22,95,81536478,35,4563146,67,11700790
184746,208,92,48,675753,48,644941,69,1453314
184773,187,10,84,31302301,36,3084254,61,7647483
184782,2689,17,55,79607985,32,24852936,56,61099282
184791,1598,23,50,12700556,27,7976458,42,16650000
184816,67,51,74,420096,74,366157,61,676179
184959,70,8,92,3044794,50,1717877,74,4380975
184968,0,0,76,327403,35,211991,73,961151
184995,1600,20,66,34888364,61,25067338,6,2612012
185129,1004,16,78,47207454,59,17823373,42,20356671
185174,37,43,40,249083,40,162083,65,404556
185262,1725,14,66,55710647,47,26730908,57,47514746
185396,1076,53,82,8461704,61,5194489,74,10846006
185466,413,100,46,571034,33,432526,42,946906
185509,853,11,39,12410578,31,8599017,7,2712672
185536,1977,18,51,28060070,44,18922455,6,3306293
185572,994,22,98,96294213,30,6911954,67,20532850
185590,3082,18,54,83633966,44,36197328,51,56476322
185679,3,0,41,729949,41,694249,71,3654721
185721,124,24,76,2305211,67,1410673,85,2526348
185767,6,1,47,775551,47,739098,39,885588
185828,1316,15,69,79651437,37,16187762,40,24008230
185873,1630,20,41,15151361,32,10247308,14,6248937
185970,23,12,61,527897,54,477124,63,703271
186016,75,9,67,2427600,54,1864179,58,2896813
186034,617,9,65,20888366,56,14850360,4,1373988
186052,400,44,67,2449900,63,2163534,58,3750616
186131,1335,25,61,185495981,21,5761111,3,985747
186186,46,21,97,2188920,47,566276,0,0
186201,1029,18,44,25461273,26,7272882,48,17781357
186274,16,10,94,608056,94,598557,65,720027
186283,868,23,93,99614382,32,5737780,65,16697542
186371,746,13,77,55978064,44,12494951,63,30758235
186380,7311,20,52,235859757,27,51672739,45,107771019
186399,1398,15,70,85231526,53,25403764,43,27648439
186405,0,0,18,13385,18,13385,35,34320
186423,0,0,0,0,0,0,0,0
186432,427,18,91,67612748,62,7852291,47,7169334
186469,229,23,52,2550142,38,1546437,11,626280
186584,1629,27,93,146442528,26,8077987,51,20240513
186593,39,19,78,820944,72,674841,72,976248
186618,169,20,74,16374192,52,2175553,65,3709254
186645,1143,15,32,12100611,25,7643707,6,2597893
186867,969,26,95,94925170,18,2950445,60,13610836
186876,1535,17,63,53637970,40,17390873,63,37729040
186900,6,10,90,758092,58,169102,0,0
187000,19,10,40,314034,40,287934,54,586044
187046,0,0,20,5559000,18,4885000,23,15459000
187134,1602,22,43,30006729,18,6149088,51,23283348
187198,1438,16,55,25116113,44,15864129,11,6030895
187444,1529,18,64,38853459,48,19869991,57,32445785
187505,644,57,69,3414183,69,3363676,73,5453792
187532,2219,10,39,45617321,27,31677902,7,5137673
187596,126,7,67,7245445,58,4666479,0,0
187620,1088,14,57,29160940,46,18092098,19,6654178
187639,244,8,53,6264187,45,4842046,5,612423
187648,550,12,53,15420694,33,6542541,27,8002822
187666,299,13,33,4137918,25,2406110,2,180572
187745,58,10,56,3370770,38,1095738,0,0
187897,275,16,85,11012201,54,5223911,29,2936113
187903,311,13,40,2419161,27,1464235,4,283966
187912,206,42,76,3223857,24,521507,8,115012
187958,223,9,40,4398625,35,3617955,6,754009
187967,250,19,78,8141589,33,2138807,46,4007969
187976,67,7,16,475198,9,296829,1,41540
187985,2546,15,97,89447177,36,28953602,44,47802420
187994,124,8,53,5771072,40,2901663,16,1515987
188003,102,5,31,3699223,21,1917608,8,982445
188021,53,7,48,2848187,42,1607970,14,642267
188030,2159,19,80,107158998,46,26467183,37,24780234
188049,166,8,25,2456110,19,1720640,4,454393
188058,138,12,86,5008051,54,2692384,7,482157
188100,594,9,45,13744204,34,9099068,7,2178517
188137,249,6,25,6034766,20,4109075,1,342432
188182,62,14,74,3923554,53,1133076,98,2063993
188216,116,26,80,1708013,54,926923,0,0
188225,81,7,29,1509071,24,1149197,6,441820
188261,45,5,17,990108,14,596286,3,127895
188289,11,12,56,231599,55,214489,63,471767
188304,239,11,59,11510376,43,4263574,33,5267629
188340,327,20,72,8404455,54,2288883,52,3604736
188429,1124,21,88,96452667,27,6925058,54,19833869
188438,762,22,63,9891561,45,5693301,36,7527207
188517,49,12,98,3535765,74,1125198,84,2618690
188526,185,23,97,13194745,27,1020477,74,4512196
188641,458,27,88,33794080,42,3441887,69,7344510
188650,322,76,96,1944287,96,1944287,95,2826343
188669,35,35,41,272689,22,116740,36,286890
188678,117,42,100,2956963,45,424755,53,965008
188687,16,3,64,1067987,63,971615,85,2210511
188696,66,41,95,1313498,12,96005,17,177688
188854,533,30,98,25094797,41,4069012,74,9248584
188890,531,26,66,8500007,58,5101409,52,7599375
188915,7,14,61,133440,37,56380,43,154050
188942,68,35,95,1317175,77,854532,0,0
189088,482,25,76,62576982,31,2843265,49,5907989
189097,624,24,42,49126557,14,1869538,23,3004424
189219,185,86,82,1137500,44,450000,52,687500
189228,211,7,91,41120111,64,10967340,68,18329910
189255,98,60,12,81715,12,81715,15,108625
189273,29,36,98,717995,80,394680,0,0
189282,0,0,33,189422,10,65411,74,2022954
189404,104,40,61,725845,58,636371,62,983782
189413,91,14,95,4648274,89,2711901,17,606475
189468,148,53,53,717979,50,605372,68,1223340
189477,234,100,67,582894,67,574019,54,378841
189547,1373,22,57,22569125,41,11078986,36,11785497
189565,98,16,96,5853190,73,1914490,81,3395952
189583,116,11,93,6857112,67,2796376,68,4950269
189592,42,9,96,3198959,77,1437343,82,2876920
189705,553,25,93,37667929,31,3222302,61,8612361
189714,74,24,78,1171294,75,920367,67,1349069
189811,14,2,68,1979556,51,1386867,70,4367546
189839,518,14,39,9280385,29,4956903,22,4324528
189848,218,25,88,21920331,48,2037592,80,4625969
189857,96,16,86,4132450,61,2153777,0,0
189990,10,1,43,1196938,43,1196938,31,1414197
190008,3,8,64,79119,25,47405,67,206000
190044,789,26,96,105393864,23,3218268,67,13109314
190053,180,14,42,3313180,31,1560720,24,1668514
190071,0,0,54,89830,32,49465,79,309944
190099,786,26,46,67459554,11,1652720,20,2714472
190114,29,5,93,5048889,74,2123348,79,4325119
190150,1434,17,59,223394772,23,9574516,19,15315036
190169,208,14,38,2610757,29,1674800,14,1125652
190239,50,23,66,583492,66,536993,58,940287
190248,183,14,54,6055512,43,2905580,46,4492653
190318,63,10,71,1951732,71,1839807,64,2633813
190372,198,23,98,30445885,26,1133228,17,820945
190415,3189,21,47,346547007,16,12105746,33,22592059
190442,565,13,30,7073849,22,3833272,22,5295927
190451,12,6,98,1178205,43,331288,80,1214033
190503,610,20,79,38188437,27,3857786,48,9457584
190512,2261,15,71,87891431,49,39421275,8,7900262
190521,5781,23,75,121073993,64,75473981,5,6643186
190530,1780,18,74,47907605,64,29117489,5,2752592
190549,1882,13,74,88531611,54,41776037,10,9185183
190558,2290,20,73,64274666,49,28852337,14,9441170
190567,2054,16,76,84413517,55,36632371,10,7249093
190576,0,0,33,3785729,30,2702080,16,2454397
190585,1088,15,76,32363348,65,20377084,5,2045618
190594,2526,15,74,103000041,50,44218506,9,8475856
190600,2023,15,78,89221857,57,40512138,10,8043692
190619,1945,13,49,46291807,41,28251666,17,11936015
190628,2625,14,54,53375996,41,32115589,3,2931563
190637,933,7,73,73056099,55,35218372,16,13238016
190646,857,15,74,33926106,61,17135636,18,5784209
190655,3199,19,69,85897975,52,41831238,7,6210220
190664,2246,13,68,86930879,47,39278065,10,9639621
190673,2908,21,60,46899448,46,28629755,4,3019883
190691,1100,14,63,38945048,48,18770476,7,3428982
190707,5,26,58,25121,26,21204,58,77776
190716,216,13,77,14504711,31,2316436,67,9477051
190725,412,24,96,32193658,36,2693096,69,7832529
190752,11,31,81,151327,17,26600,0,0
190761,293,21,75,24123395,45,3015731,69,6617808
190840,1372,16,33,17017445,22,9549707,14,6465777
190956,0,0,53,224967,19,88533,25,235061
190974,4,4,90,496137,90,238920,92,453193
190983,217,27,95,18564401,37,1254802,77,4092509
191083,1770,18,49,31974843,41,19757435,26,11573241
191126,1383,16,50,31698525,31,13184845,32,17876992
191199,944,17,37,10611202,28,6360458,25,7997391
191205,135,22,85,5760205,50,1571624,58,2150958
191241,2260,23,82,240133166,18,9362641,45,28255653
191287,88,17,72,2770560,42,748306,42,1245777
191302,416,18,51,6151562,36,3363535,21,2688282
191311,128,78,12,141418,4,28988,7,63263
191339,655,12,60,9003785,31,6154986,23,6673146
191515,473,24,56,49967354,18,1742073,34,3460029
191533,376,32,99,41904290,37,2095700,61,3037079
191597,0,0,85,1229578,36,536315,60,1928365
191612,524,22,50,8348407,40,4346611,32,4157223
191621,160,22,95,9047120,46,1477611,92,3731820
191630,466,24,97,68006905,21,1907898,62,7942819
191649,1522,23,88,149170984,22,6939467,47,19967585
191676,270,29,97,23224737,39,1674461,65,3930318
191719,1979,19,43,24512871,30,11966859,20,10899846
191728,663,39,77,8813694,66,5939824,64,9721420
191931,641,22,89,64781632,31,4394385,54,10460233
191940,37,11,68,2446277,49,904317,56,1271695
191959,42,49,71,470468,63,291243,84,500712
191968,1506,26,94,154026288,19,5579033,68,25650771
191986,759,17,44,13476490,31,6332443,19,4326794
192004,113,37,98,3999618,82,1549091,9,157300
192022,599,20,52,8954651,39,4938683,31,4928838
192040,38,26,74,2824912,7,45500,17,144976
192110,116,20,76,15290012,16,456644,25,1006641
192165,43,29,99,1653722,88,814140,0,0
192192,299,20,95,26325617,44,2878626,85,9344319
192271,254,17,83,10947819,37,2541747,62,6654229
192323,654,24,88,57653821,30,4015699,59,10507583
192448,1276,12,47,104162009,21,10993905,37,30776815
192484,2,2,42,268754,39,229009,33,294529
192509,315,35,100,3285000,79,1554900,6,111300
192624,34,25,99,1665390,84,678748,0,0
192688,72,14,88,3094543,87,2563347,87,2965321
192703,887,25,97,85339679,28,4992040,55,12371464
192712,115,22,85,10908701,14,354657,37,1234822
192749,399,26,93,40556726,23,1851911,39,4097325
192785,29,4,91,2181366,43,1227221,74,4164629
192800,1,7,64,27103,64,26365,71,45028
192819,1358,23,80,82702121,15,4026762,50,19262070
192864,420,22,84,27331720,26,2490846,66,8249070
192925,394,27,95,30118332,54,3549476,66,7207559
192961,1,1,87,295879,37,147556,67,524514
192970,0,0,26,11000,0,0,32,35132
193016,970,12,72,64569185,52,19769240,57,33011351
193052,13,5,98,4077601,67,1368786,0,0
193061,10,29,94,337401,68,116769,0,0
193070,12,27,45,160000,41,110480,0,0
193122,26,38,100,285498,42,144537,45,243543
193186,30,60,98,239330,98,185220,98,188601
193201,75,21,89,1661579,80,1170584,83,2276821
193247,28,24,95,897925,45,261471,0,0
193265,52,51,50,330853,46,229082,60,387017
193283,1118,19,49,20410738,40,13188198,22,7435645
193292,579,17,81,41615253,28,4387689,64,16366073
193308,1249,22,94,67558013,70,22459601,51,18866857
193326,2172,19,67,50207347,53,27460899,36,19828902
193353,336,18,86,28723895,30,2729617,70,9741356
193380,9,6,32,98988,32,98988,69,587464
193399,441,24,99,46726588,50,4648704,76,9702339
193478,3057,18,52,58761938,40,32257553,14,12695072
193584,516,23,98,41169301,26,2631731,77,11437505
193609,12,17,30,105658,13,44508,37,200185
193654,1432,19,85,136687043,17,6012762,30,14947569
193672,10,15,82,180000,82,180000,81,286000
193858,522,100,87,2505766,87,2487466,83,3684830
193900,5739,21,59,416765120,18,25400715,27,48592942
193946,940,19,49,14107071,36,7339637,25,6197717
193973,626,22,90,59981980,28,3614804,59,11466168
193991,17,28,48,123443,45,102753,47,217893
194028,280,15,25,2511572,22,1762755,22,2747080
194091,816,22,88,79238267,39,7499815,48,11287461
194116,15,4,24,716858,12,183281,24,667601
194161,98,10,95,13378747,56,2408307,66,3748365
194189,0,0,91,688752,55,262086,0,0
194222,1647,17,41,27328317,32,15000483,21,9042591
194240,913,14,39,13488825,28,7555705,32,7102310
194259,18,43,95,250170,67,145147,69,211784
194310,1917,22,89,214983890,26,11055154,49,28112851
194392,185,26,98,14263611,45,1495741,79,3523115
194435,26,10,71,926211,70,841484,71,1280013
194499,265,29,96,7654511,85,4374874,80,6792295
194569,16,18,53,397874,40,160862,26,126005
194578,843,23,75,60699614,17,2948048,36,8801306
194657,36,23,99,1808269,18,168907,0,0
194666,66,18,89,3359465,89,1963470,0,0
194693,17,41,93,331466,34,69230,0,0
194718,1,5,68,30323,53,27650,0,0
194736,38,24,92,1034821,36,277502,0,0
194763,97,36,88,2064763,15,177903,0,0
194824,1665,27,87,176122605,17,5154282,47,17889693
194958,220,17,88,21273636,34,1960974,65,6371908
195003,2682,20,86,229832759,28,18255482,58,47816573
195030,1500,22,75,193762645,16,5595057,48,13044208
